Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),F0299 - Explicação Tempo,Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,T0499 - Explicação Tempo,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,TempoTotalExpl,Data/Hora Último,Target1,Target2,Target3,Idade_Anos,Likert_Score_Medio,Likert_Score_Std,Likert_Score_Min,Likert_Score_Max,Likert_Missing_Count,Tempo_Total,Tempo_Medio,Tempo_Std,Tempo_Min,Tempo_Max,Tem_Timeout,Performance_Score_Total,Performance_Score_Medio,Respostas_P_Media,Respostas_P_Std,Respostas_P_Missing,Quantidade_Total,Quantidade_Media,Razao_Sono,Razao_Q0413_Q0414,Hora_do_Dia,Dia_da_Semana,Fim_de_Semana,Consistencia_F07,Consistencia_F11
WAKJTTT9MQBH,0.0,1.0,0.35294117647058826,2.0,2.0,EEE497,7.0,000000,0.0,FFFFFF,0.0,1412EB,070000,0.0,UNKNOWN,2.0,1.0,17.0,17.294,1.0,2.0,13.0,11.009,2.0,1.0,15.0,10.199,5.0,4.0,45.0,38.502,UNKNOWN,2.0,3.733,1.0,10.012,2.0,5.716,1.0,6.243,2.0,32.323,3.0,42.825,1.0,3.348,104.2,UNKNOWN,1.0,1.0,1.0,54.941,1.0,4.0,2.0,4,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,6.451,2.0,9.804,2.0,3.671,2.0,2.996,1.0,14.193,2.0,2.294,39.409,UNKNOWN,0.0,0.0,24.0,85.244,UNKNOWN,0.0,0.0,24.0,237.793,UNKNOWN,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,3.683,3.65,2.899,3.214,3.684,4.102,4.68,5.798,4.18,59.961,UNKNOWN,2025-11-09 11:32:18,46.154,57.143,68.571,63.94117647058823,2.662058823529412,2.2674647866777398,1.0,9.804,0,755.8710000000001,23.620968750000003,27.82133949198033,2.294,104.2,0,108.0,9.0,2.3125,1.7017148213885114,0,10.0,1.6666666666666667,1.9999990000005,1.249999687500078,11.0,6.0,1,0.927960727138337,3.152508952632581
1QEYNUL90SWJ,1.0,0.0,0.35294117647058826,2.0,5.0,FFFFFF,11.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,6.0,7.0,13.0,39.256,2.0,1.0,12.0,9.133,0.0,3.0,17.0,10.649,8.0,11.0,42.0,59.038,UNKNOWN,4.0,0.983,1.0,1.933,3.0,1.734,1.0,12.132,3.0,2.434,1.0,5.433,3.0,1.407,26.056,UNKNOWN,3.0,2.0,3.0,46.882,2.0,1.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,2.333,4.0,2.715,4.0,1.682,4.0,2.217,4.0,0.116,4.0,0.066,9.129,UNKNOWN,0.0,0.0,24.0,118.494,UNKNOWN,0.0,0.0,24.0,208.401,UNKNOWN,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,46.732,33.024,15.532,7.067,4.3,11.267,19.441,6.783,3.966,171.816,UNKNOWN,2025-11-09 11:32:07,19.231,52.381,85.714,63.94117647058823,4.0028235294117644,1.1573131185689396,1.0,5.0,0,826.028,25.813375,38.198905431666745,0.066,171.816,0,122.0,10.166666666666666,3.3125,1.778341924377874,0,13.0,2.1666666666666665,0.499999750000125,0.7272726611570308,11.0,6.0,1,1.4142135623730951,0.6908406886850667
9L9UE1GJH892,1.0,0.0,0.35294117647058826,1.0,0.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,19.0,34.0,0.0,63.561,0.0,2.0,14.0,6.641,0.0,0.0,17.0,2.648,19.0,36.0,31.0,72.85,UNKNOWN,2.0,20.78,2.0,17.716,2.0,5.092,2.0,20.901,2.0,6.325,2.0,3.813,2.0,6.68,81.307,UNKNOWN,2.0,1.0,3.0,34.762,1.0,2.0,2.0,1,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,3.0,1.0,5.5,1.0,3.7,2.0,2.7,0.0,11.2,1.0,4.6,2.0,3.2,30.9,UNKNOWN,1.0,0.0,24.0,91.748,UNKNOWN,7.0,0.0,24.0,154.977,UNKNOWN,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,14.889,8.932,17.725,7.945,12.305,13.94,15.009,9.1,9.246,133.076,UNKNOWN,2025-11-09 11:21:43,26.923,90.476,62.857,63.94117647058823,2.5411764705882356,1.906586879586599,0.0,5.5,0,909.847,28.43271875,33.2057769985832,2.648,133.076,0,172.0,14.333333333333334,2.1875,1.4705441169852742,0,11.0,1.8333333333333333,0.99999950000025,0.5277777631172844,11.0,6.0,1,2.0,1.7782415069789754
A1RW3K8WELBF,1.0,2.0,0.4117647058823529,0.0,0.0,FFFFFF,0.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,1.0,2.0,18.0,29.233,0.0,0.0,14.0,7.465,0.0,0.0,17.0,2.983,1.0,2.0,49.0,39.681,UNKNOWN,3.0,18.083,4.0,3.184,4.0,7.382,4.0,56.364,4.0,4.25,2.0,2.517,1.0,42.764,134.544,UNKNOWN,3.0,2.0,1.0,56.049,2.0,3.0,2.0,5,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.988,4.0,3.744,4.0,1.088,3.0,1.643,4.0,3.244,3.0,3.415,19.122,UNKNOWN,0.0,0.0,24.0,60.313,UNKNOWN,2.0,0.0,24.0,121.544,UNKNOWN,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,19.565,1.916,1.866,23.199,2.601,1.9,2.117,4.9,1.767,87.43,UNKNOWN,2025-11-09 11:17:34,15.385,23.81,85.714,65.76470588235294,4.043058823529412,1.5609724721543072,0.0,5.988,0,765.4939999999999,23.921687499999997,31.948113753636893,1.088,134.544,0,104.0,8.666666666666666,3.1875,1.7211914478058505,0,13.0,2.1666666666666665,1.499999250000375,0.499999750000125,11.0,6.0,1,1.3333333333333337,1.6793154217461015
YXFFE1R96XUN,0.0,1.0,0.29411764705882354,2.0,0.0,F0F0AB,10.0,FFFFFF,0.0,FFFFFF,50505.0,3154D1,D131CD,5.0,UNKNOWN,3.0,0.0,16.0,14.383,3.0,0.0,11.0,9.866,3.0,0.0,14.0,9.216,9.0,0.0,41.0,33.465,UNKNOWN,3.0,7.7405,3.0,217.923,3.0,9.234,3.0,14.382,3.0,8.958,4.0,8.266,3.0,9.183,211.923,10.0,1.0,1.0,1.0,26.015,2.0,1.0,2.0,5,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,7.622,4.0,1.65,4.0,2.265,3.0,2.064,3.0,3.763,3.0,7.58,24.944,UNKNOWN,0.0,0.0,24.0,105.561,UNKNOWN,6.0,0.0,23.0,300.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,49.781,27.498,8.2335,6.475,28.716,7.441000000000001,7.5415,8.032,48.464,180.0,10.0,2025-11-09 11:16:52,11.538,14.286,74.286,62.11764705882353,3.9571764705882346,1.4707610374944544,1.0,7.622,0,1103.5369999999998,52.54938095238094,68.23014403507895,2.064,217.923,0,100.0,8.333333333333334,4.6,0.8944271909999157,11,8.0,1.3333333333333333,0.499999750000125,9000000.0,11.0,6.0,1,1.2692955176439846,1.7430734760351163
3SIQEES5L519,1.0,0.0,0.4117647058823529,2.0,3.0,E5D29D,3.0,645C86,1.0,695AA3,50505.0,44423D,AB4848,7.0,UNKNOWN,1.0,2.0,18.0,26.449,0.0,3.0,14.0,29.933,1.0,2.0,16.0,27.682,2.0,7.0,48.0,84.064,UNKNOWN,2.0,11.716,2.0,12.3,2.0,3.917,2.0,70.88,2.0,6.6,2.0,9.483,2.0,6.267,121.163,UNKNOWN,1.0,1.0,1.0,17.633,1.0,4.0,2.0,3,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,5.429,1.0,7.762,2.0,16.539,2.0,4.828,0.0,2.748,1.0,8.63,45.936,UNKNOWN,0.0,0.0,24.0,48.163,UNKNOWN,3.0,0.0,24.0,85.597,UNKNOWN,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,4.35,5.383,6.167,4.866,4.532,4.55,4.366,8.617,3.384,70.746,UNKNOWN,2025-11-09 11:15:38,46.7,52.4,40.5,65.76470588235294,2.423,1.8357030669473753,0.0,7.762,0,811.492,25.359125,28.94826663455277,2.748,121.163,0,114.0,9.5,2.1875,1.4705441169852742,0,10.0,1.6666666666666667,1.9999990000005,0.285714244897965,11.0,6.0,1,0.7071067811865475,2.6662741493113034
MHFGSCZ3AUST,3.0,1.0,0.35294117647058826,4.0,4.0,FFFFFF,10.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,0.0,3.0,19.0,32.099,3.0,0.0,11.0,12.224,3.0,1.0,14.0,20.0,6.0,4.0,44.0,64.323,UNKNOWN,2.0,6.425,2.0,15.195,2.0,5.631,2.0,29.158,3.0,22.173,4.0,20.926,1.0,7.989,107.497,UNKNOWN,2.0,0.0,1.0,25.043,3.0,1.0,3.0,3,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,4.8,2.0,3.0,2.0,2.6,0.0,5.6,1.0,9.579,2.0,11.9,37.479,UNKNOWN,0.0,0.0,24.0,62.078,UNKNOWN,0.0,0.0,24.0,132.973,UNKNOWN,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.679,11.155,8.553,4.643,16.562,6.011,2.983,25.131,7.235,115.117,UNKNOWN,2025-11-09 11:11:34,46.154,57.143,51.429,63.94117647058823,2.341176470588235,1.246524580348003,0.0,4.8,0,857.714,26.8035625,28.489495112021608,2.6,115.117,0,108.0,9.0,2.0625,1.4361406616345072,0,10.0,1.6666666666666667,0.33333322222225925,1.4999996250000938,11.0,6.0,1,1.0,1.4557766704703416
T73DEK6YHNUH,3.0,1.0,0.4117647058823529,0.0,0.0,FFFFFF,10.0,DD6EDC,0.0,FFFFFF,50505.0,831BAC,F092EF,0.0,UNKNOWN,2.0,2.0,17.0,55.464,0.0,1.0,14.0,7.85,3.0,0.0,14.0,13.85,5.0,3.0,45.0,77.164,UNKNOWN,2.0,14.234,1.0,6.599,2.0,7.283,2.0,22.565,3.0,16.933,2.0,3.833,1.0,9.083,80.53,UNKNOWN,2.0,1.0,1.0,17.349,2.0,3.0,3.0,1,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,5.899,0.0,7.049,1.0,4.233,1.0,3.216,2.0,2.464,1.0,2.033,24.894,UNKNOWN,0.0,0.0,24.0,78.23,UNKNOWN,1.0,0.0,24.0,126.978,UNKNOWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.633,5.516,5.716,5.783,5.883,6.117,7.517,8.116,6.9,80.146,UNKNOWN,2025-11-09 11:05:56,30.769,57.143,68.571,65.76470588235294,2.4675294117647057,1.936147564031699,0.0,7.049,0,741.6170000000001,23.175531250000002,26.977164487867206,2.033,80.53,0,106.0,8.833333333333334,1.375,0.6191391873668903,0,12.0,2.0,0.9999996666667778,1.6666661111112961,11.0,6.0,1,1.2360330811826103,2.607907316495081
8ZZ2NM1K2TAZ,1.0,0.0,0.35294117647058826,2.0,3.0,FFFFFF,5.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,3.0,16.0,21.199,3.0,0.0,11.0,6.25,3.0,0.0,14.0,6.35,9.0,3.0,41.0,33.799,UNKNOWN,4.0,6.149,3.0,8.367,4.0,5.166,3.0,18.898,4.0,2.734,4.0,9.3,3.0,5.316,55.93,UNKNOWN,1.0,2.0,1.0,18.616,2.0,2.0,2.0,4,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,23.933,4.0,11.033,3.0,6.266,3.0,5.266,4.0,5.816,3.0,7.567,59.881,UNKNOWN,0.0,0.0,24.0,45.632,UNKNOWN,1.0,0.0,24.0,99.205,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.333,3.901,4.734,5.199,3.967,3.75,9.516,9.917,4.934,71.696,UNKNOWN,2025-11-09 11:00:54,19.231,80.952,54.286,63.94117647058823,5.6450588235294115,5.085407204327253,2.0,23.933,0,604.918,18.9036875,22.35164166654244,2.734,80.952,0,106.0,8.833333333333334,4.125,1.1474609652039003,0,10.0,1.6666666666666667,0.99999950000025,2.9999990000003334,11.0,6.0,1,1.0137937550497031,7.3483859598068
JSL2R9Z9BJ62,2.0,1.0,0.29411764705882354,1.0,0.0,EBC882,13.0,392600,0.0,FFFFFF,50505.0,222222,FE79FE,5.0,UNKNOWN,1.0,2.0,18.0,22.632,0.0,2.0,14.0,16.266,0.0,1.0,17.0,4.667,1.0,5.0,49.0,43.565,UNKNOWN,3.0,4.283,4.0,27.548,3.0,172.125,3.0,14.382,3.0,8.958,4.0,55.815,2.0,6.649,264.42,0.0,2.0,1.0,3.0,29.864,2.0,3.0,2.0,3,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,6.8,4.0,4.0,2.0,9.1,3.0,3.1,4.0,3.6,3.0,1.9,28.5,UNKNOWN,0.0,0.0,24.0,84.429,UNKNOWN,0.0,0.0,24.0,149.077,UNKNOWN,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,8.182,6.516,5.915,11.066,12.533,16.8,5.766,15.749,6.617,118.644,UNKNOWN,2025-11-09 10:59:46,3.846,28.571,88.571,62.11764705882353,3.635294117647059,1.2394258632884163,1.0,6.8,0,1107.239,36.90796666666667,58.142852201300705,1.9,264.42,0,110.0,9.166666666666666,3.7857142857142856,1.5281246137553162,2,13.0,2.1666666666666665,1.499999250000375,0.199999960000008,10.0,6.0,1,1.130388330520878,1.4260334598358582
X6VXOXPOAZ3G,3.0,1.0,0.29411764705882354,1.0,2.0,FFFFFF,3.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,2.0,4.0,17.0,74.438,0.0,4.0,14.0,38.749,1.0,1.0,16.0,12.366,3.0,9.0,47.0,125.553,UNKNOWN,1.0,7.065,1.0,23.117,3.0,8.716,2.0,28.283,2.0,4.649,3.0,8.483,1.0,6.483,86.796,UNKNOWN,0.0,0.0,1.0,16.483,1.0,4.0,2.0,3,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,0.0,7.981,1.0,1.315,1.0,3.711,1.0,6.631,1.0,4.016,2.0,6.98,30.634,UNKNOWN,0.0,0.0,24.0,247.939,UNKNOWN,8.0,0.0,8.0,300.0,12.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,9.85,7.2,6.836,6.733,8.199,9.3,11.468,3.9,5.917,115.794,UNKNOWN,2025-11-09 10:52:48,53.846,61.905,48.571,62.11764705882353,2.193882352941177,1.7958728686335557,0.0,7.981,0,1090.6109999999999,34.081593749999996,51.053554532887716,3.711,247.939,0,118.0,9.833333333333334,2.125,1.5864005379054391,0,8.0,1.3333333333333333,1.9999990000005,0.33333329629630043,10.0,6.0,1,0.8819171036881968,2.512245267826031
CCBR2QIEWXTT,1.0,1.0,0.29411764705882354,2.0,0.0,FFFFFF,10.0,3C1301,1.0,FFFFFF,20304.0,074588,F00CE9,0.0,UNKNOWN,7.0,8.0,12.0,82.23,1.0,11.0,13.0,44.165,4.0,4.0,13.0,0.0,12.0,23.0,38.0,126.395,0.0,4.0,10.782,4.0,20.399,4.0,18.166,4.0,6.717,4.0,14.566,4.0,13.599,3.0,9.183,83.229,0.0,2.0,2.0,2.0,39.598,2.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,8.4,4.0,6.3,4.0,4.2,4.0,5.4,4.0,21.3,4.0,3.8,49.4,UNKNOWN,0.0,0.0,24.0,76.679,UNKNOWN,2.0,0.0,24.0,140.461,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.916,4.882,8.849,5.416,8.881,6.55,5.866,6.049,6.25,79.877,UNKNOWN,2025-11-09 10:52:34,0.0,4.762,85.714,62.11764705882353,4.688235294117646,1.4490869336159478,1.0,8.4,0,848.6370000000001,27.375387096774194,33.77782719840282,0.0,126.395,0,146.0,12.166666666666666,4.6,0.5070925528371099,1,13.0,2.1666666666666665,1.499999250000375,0.5217391077504736,10.0,6.0,1,1.3333333333333335,1.649188111942185
HI64ZQCA4U7L,3.0,1.0,0.29411764705882354,3.0,4.0,FFFFFF,10.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,3.0,0.0,16.0,15.466,3.0,0.0,11.0,9.367,3.0,0.0,14.0,12.282,9.0,0.0,41.0,37.115,UNKNOWN,4.0,18.633,4.0,22.066,4.0,9.05,4.0,8.999,3.0,22.083,4.0,1.533,4.0,7.349,89.713,UNKNOWN,2.0,1.0,3.0,36.58,2.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,7.1,4.0,6.032,2.0,6.5,4.0,5.6,3.0,7.0,3.0,9.0,41.232,UNKNOWN,0.0,0.0,24.0,62.481,UNKNOWN,8.0,0.0,24.0,187.591,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.4,3.183,8.366,5.432,4.184,5.016,6.384,6.482,5.833,76.514,UNKNOWN,2025-11-09 10:50:41,11.538,9.524,85.714,62.11764705882353,4.301882352941177,1.5039482156291542,1.0,7.1,0,654.619,20.45684375,24.699819861050543,1.533,89.713,0,100.0,8.333333333333334,4.5,0.6324555320336759,0,13.0,2.1666666666666665,1.499999250000375,9000000.0,10.0,6.0,1,1.3333333333333335,1.721164306923825
WKHRFIXANWM7,3.0,3.0,0.4117647058823529,0.0,3.0,FFFFFF,5.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,0.0,0.0,19.0,15.699,0.0,1.0,14.0,18.232,0.0,2.0,17.0,6.683,0.0,3.0,50.0,40.614,UNKNOWN,4.0,29.466,3.0,54.78,3.0,12.233,4.0,66.297,3.0,32.215,4.0,23.199,3.0,19.565,237.755,UNKNOWN,2.0,1.0,1.0,50.498,2.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,8.949,4.0,3.182,4.0,0.867,3.0,9.166,4.0,2.167,4.0,1.933,26.264,UNKNOWN,5.0,0.0,24.0,150.108,UNKNOWN,21.0,0.0,0.0,300.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.9085,6.061,8.2335,6.475,7.084,7.441000000000001,7.5415,8.032,6.384,93.37950000000001,UNKNOWN,2025-05-09 12:16:10,0.0,28.6,95.2,65.76470588235294,4.478294117647059,1.5666986693644165,1.0,8.949,0,921.541,41.88822727272728,56.196095093056,0.0,237.755,0,106.0,8.833333333333334,3.4285714285714284,0.5345224838248487,9,11.0,1.8333333333333333,1.499999250000375,0.0,12.0,4.0,0,1.3333333333333335,1.8874143263432421
Q9GH4MS56JTH,5.0,1.0,0.35294117647058826,1.0,0.0,FDEAED,10.0,FFFFFF,1.0,FFFFFF,50505.0,CB5DD0,E719F0,0.0,UNKNOWN,3.0,1.0,16.0,15.199,2.0,1.0,12.0,11.882,2.0,1.0,15.0,17.933,7.0,3.0,43.0,45.014,UNKNOWN,4.0,2.949,2.0,3.617,4.0,1.65,3.0,6.916,4.0,10.216,4.0,12.282,4.0,31.748,69.378,UNKNOWN,2.0,1.0,2.0,36.765,2.0,3.0,2.0,4,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,6.266,3.0,6.565,4.0,2.649,3.0,1.034,3.0,1.151,4.0,1.766,19.431,UNKNOWN,0.0,0.0,24.0,69.447,UNKNOWN,2.0,0.0,24.0,140.91,UNKNOWN,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,7.317,12.232,10.266,9.583,9.032,13.933,11.183,27.481,6.384,134.823,UNKNOWN,2025-05-09 12:16:00,23.3,9.5,78.6,63.94117647058823,3.754764705882353,1.7623066393725213,1.0,6.565,0,645.214,20.813354838709678,28.14662602698991,1.034,134.823,0,106.0,8.833333333333334,3.375,1.6278820596099706,0,12.0,2.0,1.499999250000375,2.3333325555558146,12.0,4.0,0,2.0,1.429031184054428
B0CUE7TLVWFB,3.0,1.0,0.4117647058823529,3.0,4.0,FFDD94,3.0,5B3E00,1.0,FFFFFF,0.0,467174,746646,2.0,UNKNOWN,12.0,15.0,7.0,59.115,4.0,3.0,10.0,25.467,0.0,0.0,17.0,1.4,16.0,18.0,34.0,85.982,UNKNOWN,2.0,12.882,3.0,22.967,1.0,7.234,4.0,6.516,3.0,18.066,4.0,6.849,1.0,8.868,83.382,UNKNOWN,3.0,2.0,3.0,27.515,2.0,1.0,2.0,5,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,6.6,4.0,2.8,3.0,4.4,2.0,8.4,3.0,6.1,2.0,7.7,36.0,UNKNOWN,2.0,0.0,24.0,53.532,UNKNOWN,4.0,0.0,24.0,201.443,UNKNOWN,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,11.033,5.117,6.65,7.733,6.099,8.683,8.8,5.95,6.498,93.647,UNKNOWN,2025-05-09 12:11:59,26.923,76.19,77.143,65.76470588235294,3.1411764705882352,1.3148473407250612,1.0,6.6,0,822.841,25.71378125,28.651238439409475,1.4,93.647,0,136.0,11.333333333333334,3.1875,1.7594980344783944,0,13.0,2.1666666666666665,0.499999750000125,0.8888888395061756,12.0,4.0,0,1.224744871391589,1.4774495398683307
AXB8ABFO9R4A,4.0,0.0,0.4117647058823529,3.0,4.0,FFFFFF,11.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,1.0,UNKNOWN,2.0,2.0,17.0,23.882,1.0,2.0,13.0,15.416,3.0,0.0,14.0,14.099,6.0,4.0,44.0,53.397,UNKNOWN,4.0,0.9,2.0,10.367,4.0,2.816,4.0,17.882,4.0,12.249,2.0,3.583,4.0,4.784,52.581,UNKNOWN,1.0,1.0,3.0,19.3,1.0,3.0,2.0,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,17.809,4.0,3.647,4.0,1.699,4.0,5.646,4.0,4.159,4.0,1.079,34.039,UNKNOWN,2.0,0.0,24.0,185.061,UNKNOWN,5.0,0.0,24.0,255.186,UNKNOWN,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.733,3.783,8.267,6.049,2.8,6.399,5.499,8.866,4.949,70.996,UNKNOWN,2025-05-09 12:11:55,6.7,47.6,85.7,65.76470588235294,5.0268235294117645,3.435921078024315,1.0,17.809,0,722.28,22.57125,36.708816748797204,0.9,185.061,0,108.0,9.0,3.8125,1.4705441169852742,0,11.0,1.8333333333333333,1.499999250000375,1.4999996250000938,12.0,4.0,0,1.3333333333333335,4.901604664363935
E9HHDM587MYT,1.0,0.0,0.4117647058823529,2.0,3.0,FFFFFF,14.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,6.0,UNKNOWN,1.0,0.0,18.0,14.832,1.0,0.0,13.0,3.667,1.0,0.0,16.0,3.8,3.0,0.0,47.0,22.299,UNKNOWN,3.0,4.883,2.0,5.75,3.0,2.75,4.0,8.25,3.0,7.649,3.0,5.9,4.0,14.082,49.264,UNKNOWN,2.0,0.0,1.0,10.349,1.0,1.0,3.0,4,2.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,3.532,2.0,3.498,2.0,1.615,3.0,1.547,1.0,4.497,3.0,5.632,20.321,UNKNOWN,0.0,0.0,24.0,68.456,UNKNOWN,11.0,0.0,24.0,142.592,UNKNOWN,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.467,3.417,5.6,8.066,3.666,3.217,3.4,4.466,3.167,58.664,UNKNOWN,2025-05-09 12:07:38,30.769,33.333,51.429,65.76470588235294,3.0605882352941176,1.1310565336679423,1.0,5.0,0,468.20400000000006,14.631375000000002,18.262092661329035,1.547,68.456,0,100.0,8.333333333333334,3.4375,1.547847968417226,0,8.0,1.3333333333333333,0.33333322222225925,3000000.0,12.0,4.0,0,1.130388330520878,0.8913004543923446
P8RJRSFO03YB,4.0,1.0,0.4117647058823529,2.0,2.0,FFFFFF,6.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,0.0,16.0,12.933,3.0,0.0,11.0,14.066,2.0,1.0,15.0,14.398,8.0,1.0,42.0,41.397,UNKNOWN,4.0,11.915,1.0,38.764,2.0,30.148,2.0,19.799,1.0,10.9,2.0,15.933,1.0,21.232,148.691,UNKNOWN,2.0,1.0,2.0,34.465,1.0,1.0,2.0,2,1.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,12.483,2.0,5.333,1.0,7.499,1.0,35.096,2.0,7.349,2.0,7.349,75.109,UNKNOWN,1.0,0.0,24.0,59.563,UNKNOWN,0.0,0.0,24.0,110.827,UNKNOWN,5.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,8.716,53.713,18.281,6.816,9.416,14.216,15.148,9.683,10.515,173.406,UNKNOWN,2025-05-09 12:06:33,61.538,80.952,17.143,65.76470588235294,3.106823529411765,2.774619190882195,1.0,12.483,0,1086.149,33.94215625,39.28421824971102,6.816,173.406,0,102.0,8.5,2.625,1.8211717839530315,0,9.0,1.5,0.499999750000125,7.9999920000080005,12.0,4.0,0,1.414213562373095,3.8446799235158333
