Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),F0299 - Explicação Tempo,Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,T0499 - Explicação Tempo,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,TempoTotalExpl,Data/Hora Último,Target1,Target2,Target3,Idade_Anos,Likert_Score_Medio,Likert_Score_Std,Likert_Score_Min,Likert_Score_Max,Likert_Missing_Count,Tempo_Total,Tempo_Medio,Tempo_Std,Tempo_Min,Tempo_Max,Tem_Timeout,Performance_Score_Total,Performance_Score_Medio,Respostas_P_Media,Respostas_P_Std,Respostas_P_Missing,Quantidade_Total,Quantidade_Media,Razao_Sono,Razao_Q0413_Q0414,Hora_do_Dia,Dia_da_Semana,Fim_de_Semana,Consistencia_F07,Consistencia_F11
Z19P80W464NT,0.0,0.0,0.29411764705882354,4.0,2.0,E1CE8F,3.0,846B18,1.0,FFFFFF,50505.0,122447,A12A6F,5.0,UNKNOWN,2.0,1.0,17.0,22.065,3.0,0.0,11.0,26.882,3.0,0.0,14.0,20.716,8.0,1.0,42.0,69.663,UNKNOWN,3.0,9.1,2.0,8.132,4.0,21.483,4.0,10.632,2.0,18.347,2.0,4.084,4.0,5.2,76.978,UNKNOWN,1.0,1.0,2.0,44.065,2.0,4.0,2.0,5,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,10.005,4.0,7.748,3.0,6.548,2.0,9.638,1.0,8.278,1.0,2.599,44.816,UNKNOWN,0.0,0.0,24.0,154.56,UNKNOWN,0.0,0.0,15.0,300.0,12.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,9.999,8.633,12.566,10.816,8.515,12.049,5.0,8.031,9.982,143.893,UNKNOWN,2025-02-09 11:35:08,50.0,100.0,94.286,62.11764705882353,3.456058823529412,2.7165891405995737,1.0,10.005,0,1037.556,32.423625,40.51324433839606,2.599,154.56,0,102.0,8.5,2.875,1.6683325008322931,0,12.0,2.0,1.9999990000005,7.9999920000080005,11.0,6.0,1,2.1081851067789197,3.411669111300215
FX4PJ33W5LXW,0.0,0.0,0.35294117647058826,4.0,0.0,F5DD94,3.0,D52121,1.0,FFFFFF,50505.0,FEF800,FEA700,0.0,UNKNOWN,3.0,0.0,16.0,24.864,3.0,0.0,11.0,11.317,3.0,0.0,14.0,20.633,9.0,0.0,41.0,56.814,UNKNOWN,4.0,40.232,4.0,20.415,3.0,46.531,3.0,14.966,3.0,12.017,3.0,11.716,3.0,11.332,157.209,UNKNOWN,1.0,2.0,3.0,20.949,2.0,1.0,2.0,4,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,15.645,3.0,3.574,3.0,3.083,3.0,2.562,2.0,4.288,3.0,5.403,34.555,UNKNOWN,0.0,0.0,24.0,119.36,UNKNOWN,7.0,0.0,5.0,300.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,5.683,7.55,12.316,13.349,7.65,19.366,11.198,10.982,4.832,115.144,UNKNOWN,2025-02-09 11:23:15,34.615,38.095,62.857,63.94117647058823,4.1893529411764705,3.032923238007691,2.0,15.645,0,961.883,30.05884375,36.79061902004401,2.562,157.209,0,100.0,8.333333333333334,3.25,1.570562531918633,0,11.0,1.8333333333333333,0.499999750000125,9000000.0,11.0,6.0,1,0.6009252125773316,4.512878490260639
F1LGNT11I7UV,0.0,0.0,0.29411764705882354,4.0,3.0,FFFFFF,6.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,4.0,0.0,15.0,20.432,9.0,4.0,5.0,36.931,6.0,11.0,11.0,26.649,19.0,15.0,31.0,84.012,UNKNOWN,4.0,19.433,3.0,13.149,4.0,9.417,4.0,41.913,3.0,6.883,4.0,10.327,4.0,12.389,113.511,UNKNOWN,2.0,1.0,1.0,33.765,2.0,3.0,2.0,4,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,10.378,4.0,5.091,4.0,7.873,3.0,6.242,4.0,5.926,3.0,3.999,39.509,UNKNOWN,0.0,0.0,24.0,120.427,UNKNOWN,0.0,0.0,24.0,174.542,UNKNOWN,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,6.566,12.616,11.349,16.349,9.231,9.35,15.416,13.315,11.016,136.209,UNKNOWN,2025-02-09 11:15:10,11.538,19.048,60.0,62.11764705882353,4.5569999999999995,1.847209584752093,1.0,10.378,0,944.7900000000001,29.524687500000002,35.26626254051615,3.999,136.209,0,130.0,10.833333333333334,4.1875,1.1086778913041726,0,11.0,1.8333333333333333,1.499999250000375,1.2666665822222278,11.0,6.0,1,1.3333333333333335,2.3943510864115143
MX6QCAB9CTBP,0.0,0.0,0.35294117647058826,4.0,3.0,F0CF85,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,2000FF,5.0,UNKNOWN,0.0,0.0,19.0,4.4,0.0,0.0,14.0,2.4,0.0,0.0,17.0,3.067,0.0,0.0,50.0,9.867,UNKNOWN,4.0,50.364,4.0,7.032,4.0,3.2,4.0,51.481,4.0,8.633,4.0,3.266,4.0,13.8,137.776,UNKNOWN,1.0,2.0,3.0,15.648,2.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,6.17,4.0,1.506,4.0,0.502,4.0,0.339,4.0,1.7,4.0,0.461,10.678,UNKNOWN,1.0,0.0,24.0,58.23,UNKNOWN,7.0,0.0,24.0,94.447,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.65,2.433,4.184,5.716,5.117,5.05,4.583,9.748,4.3,67.347,UNKNOWN,2025-02-09 11:00:27,3.846,4.762,77.143,63.94117647058823,4.275058823529412,1.290415653509957,1.0,6.17,0,580.723,18.14759375,30.390135724372247,0.339,137.776,0,100.0,8.333333333333334,4.5625,0.51234753829798,0,13.0,2.1666666666666665,1.499999250000375,0.0,11.0,6.0,1,1.3333333333333335,1.2487601851436487
2E3CPEZXP1D0,0.0,0.0,0.35294117647058826,4.0,4.0,FFC394,8.0,BE7237,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,1.0,2.0,18.0,46.579,0.0,3.0,14.0,24.845,1.0,2.0,16.0,18.798,2.0,7.0,48.0,90.222,UNKNOWN,3.0,2.829,3.0,42.277,1.0,16.167,3.0,6.024,4.0,7.342,4.0,6.395,4.0,17.483,98.517,UNKNOWN,2.0,1.0,1.0,29.19,2.0,2.0,2.0,4,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,7.8,2.0,5.3,2.0,3.8,3.0,4.5,3.0,6.6,2.0,7.4,35.4,UNKNOWN,2.0,0.0,24.0,74.482,UNKNOWN,2.0,0.0,24.0,118.199,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.33,3.38,3.997,4.563,4.116,6.164,9.858,9.244,7.244,74.314,UNKNOWN,2025-02-09 10:54:05,26.923,28.571,42.857,63.94117647058823,3.9470588235294115,1.4595023325858474,2.0,7.8,0,763.411,23.85659375,26.822306899487266,2.829,98.517,0,114.0,9.5,4.1875,1.1672617529928753,0,10.0,1.6666666666666667,0.99999950000025,0.285714244897965,10.0,6.0,1,0.5,2.0434127616039093
Z1K23RRTVJXY,0.0,0.0,0.29411764705882354,4.0,2.0,FFE4B5,7.0,0036FF,1.0,FFFFFF,0.0,2200E5,4A4B4C,0.0,UNKNOWN,3.0,0.0,16.0,19.88,3.0,0.0,11.0,13.499,3.0,0.0,14.0,11.05,9.0,0.0,41.0,44.429,UNKNOWN,3.0,7.7405,2.0,8.183,3.0,9.234,2.0,27.349,2.0,12.583,4.0,8.266,1.0,22.182,67.297,1.0,1.0,1.0,1.0,25.715,2.0,1.0,2.0,2,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,20.965,2.0,8.943,2.0,4.097,2.0,4.465,2.0,5.67,2.0,4.13,48.27,UNKNOWN,0.0,0.0,24.0,59.498,UNKNOWN,2.0,0.0,24.0,106.145,UNKNOWN,1.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.882,34.565,23.582,20.598,7.084,7.441000000000001,35.565,26.416,6.384,180.0,0.0,2025-02-09 10:53:02,19.231,19.048,25.714,62.11764705882353,3.8769411764705883,4.703635794130274,2.0,20.965,0,768.898,29.573,34.93565781948295,4.097,180.0,0,100.0,8.333333333333334,2.1,1.5951314818673865,6,8.0,1.3333333333333333,0.499999750000125,9000000.0,10.0,6.0,1,0.49999999999999994,6.803081402675449
9BKFAYB3NAQ7,0.0,0.0,0.35294117647058826,4.0,5.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,3.0,UNKNOWN,1.0,2.0,18.0,9.416,2.0,1.0,12.0,5.55,1.0,2.0,16.0,6.083,4.0,5.0,46.0,21.049,UNKNOWN,3.0,3.149,3.0,6.3,4.0,16.199,4.0,11.367,4.0,2.783,4.0,10.233,3.0,5.616,55.647,UNKNOWN,3.0,1.0,3.0,22.032,1.0,3.0,2.0,3,5.0,3.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0,2.0,8.4,4.0,2.5,4.0,2.8,3.0,2.6,4.0,3.1,3.0,4.1,23.5,UNKNOWN,2.0,0.0,24.0,69.03,UNKNOWN,1.0,0.0,24.0,137.96,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,7.384,8.199,13.814,10.783,6.133,28.599,28.916,10.433,5.333,146.41,UNKNOWN,2025-02-09 10:47:44,38.462,80.952,77.143,63.94117647058823,3.6999999999999997,1.7691806012954134,1.0,8.4,0,743.115,23.22234375,31.390132870891417,2.6,146.41,0,110.0,9.166666666666666,4.125,1.1474609652039003,0,13.0,2.1666666666666665,1.499999250000375,0.799999840000032,10.0,6.0,1,1.6666666666666667,1.9805753132432435
ZTFARHAP1YMZ,0.0,0.0,0.35294117647058826,4.0,2.0,EED284,3.0,1D1706,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,4.0,4.0,15.0,36.902,5.0,12.0,9.0,45.215,4.0,4.0,13.0,43.847,13.0,20.0,37.0,125.964,UNKNOWN,3.0,7.7405,3.0,12.858,3.0,9.234,3.0,14.382,2.0,13.716,4.0,8.266,1.0,55.346,64.062,10.0,2.0,1.0,0.0,20.933,1.0,3.0,2.0,5,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,14.718,2.0,7.966,2.0,6.648,2.0,7.699,1.0,4.144,2.0,7.634,48.809,UNKNOWN,1.0,0.0,24.0,102.694,UNKNOWN,4.0,0.0,24.0,180.074,UNKNOWN,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,6.933,7.833,7.883,8.798,9.298,8.966,11.515,7.915,11.883,105.411,UNKNOWN,2025-02-09 10:44:52,11.538,42.857,65.714,63.94117647058823,3.7461176470588238,3.2452746779423944,1.0,14.718,0,890.1569999999999,32.968777777777774,34.47457581189733,4.144,125.964,0,140.0,11.666666666666666,3.272727272727273,2.0045403009622476,5,9.0,1.5,1.499999250000375,0.6499999675000016,10.0,6.0,1,0.927960727138337,4.689017533404138
X8NSD6SHSDGA,0.0,0.0,0.35294117647058826,4.0,3.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,3.0,0.0,16.0,16.616,3.0,0.0,11.0,13.881,3.0,0.0,14.0,12.416,9.0,0.0,41.0,42.913,UNKNOWN,4.0,1.784,4.0,9.383,4.0,11.049,4.0,20.116,4.0,9.016,4.0,6.683,4.0,6.916,64.947,UNKNOWN,2.0,1.0,1.0,16.7,1.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.297,4.0,4.448,4.0,2.065,3.0,1.332,4.0,2.65,3.0,3.615,18.407,UNKNOWN,1.0,0.0,24.0,72.695,UNKNOWN,4.0,0.0,24.0,164.359,UNKNOWN,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.267,3.6,2.95,3.068,2.517,2.566,2.033,3.967,2.034,46.781,UNKNOWN,2025-02-09 10:37:56,7.692,9.524,85.714,63.94117647058823,4.220294117647059,1.0742413465270435,1.0,5.0,0,508.897,15.90303125,22.05096998595691,1.332,85.714,0,100.0,8.333333333333334,4.3125,1.0144785195688801,0,10.0,1.6666666666666667,1.499999250000375,9000000.0,10.0,6.0,1,1.3333333333333335,0.5466828376673261
QIOOGDQS8KCI,3.0,0.0,0.5882352941176471,1.0,4.0,FFFFFF,2.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,2.0,4.0,17.0,81.746,3.0,0.0,11.0,13.932,3.0,0.0,14.0,17.917,8.0,4.0,42.0,113.595,UNKNOWN,3.0,6.116,3.0,20.683,3.0,13.999,4.0,5.766,3.0,7.783,4.0,9.183,3.0,5.65,69.18,UNKNOWN,2.0,1.0,1.0,19.499,1.0,2.0,2.0,5,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,1.0,3.0,11.3,2.0,12.8,3.0,12.4,3.0,5.4,3.0,8.1,2.0,1.4,51.4,UNKNOWN,0.0,0.0,24.0,52.946,UNKNOWN,1.0,0.0,24.0,115.528,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.264,3.399,7.239,3.717,4.116,5.883,5.015,5.9,6.232,72.03,UNKNOWN,,23.077,23.81,62.857,71.23529411764706,4.358823529411764,3.1279104094285954,1.0,12.8,0,745.234,23.2885625,28.383088015335655,1.4,113.595,0,108.0,9.0,4.0,1.2110601416389966,0,9.0,1.5,0.99999950000025,1.999999500000125,,,0,1.3944333775567928,4.383878745716271
WTBT78W69QYE,3.0,0.0,0.4117647058823529,4.0,2.0,FFFFFF,9.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,3.0,0.0,16.0,11.399,3.0,0.0,11.0,6.532,3.0,0.0,14.0,6.65,9.0,0.0,41.0,24.581,UNKNOWN,2.0,24.171,2.0,20.115,2.0,14.199,1.0,8.466,1.0,8.701,1.0,18.916,1.0,3.083,97.651,UNKNOWN,1.0,0.0,0.0,18.484,1.0,2.0,2.0,1,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,3.084,1.0,2.546,1.0,3.641,1.0,5.223,1.0,0.831,1.0,1.729,17.054,UNKNOWN,1.0,0.0,24.0,56.715,UNKNOWN,4.0,0.0,24.0,88.162,UNKNOWN,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.231,2.517,4.4,6.416,7.882,4.298,3.682,6.25,6.782,69.28,UNKNOWN,,42.308,52.381,45.714,65.76470588235294,2.2723529411764702,1.1514170042374128,1.0,4.0,0,605.2819999999999,18.915062499999998,22.86210599609347,0.831,97.651,0,100.0,8.333333333333334,1.4375,1.0307764064044151,0,6.0,1.0,0.99999950000025,9000000.0,,,0,0.8660254037844386,0.8523965793991835
K6J30VGKQM0W,4.0,0.0,0.5294117647058824,0.0,2.0,FFFFFF,7.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,19.0,0.0,0.0,55.897,14.0,1.0,0.0,53.331,11.0,1.0,6.0,38.016,44.0,2.0,6.0,147.244,UNKNOWN,3.0,6.299,3.0,12.883,1.0,4.633,4.0,4.15,3.0,8.433,3.0,5.934,1.0,44.647,86.979,UNKNOWN,3.0,2.0,3.0,27.948,2.0,2.0,2.0,5,1.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,10.6,2.0,6.899,2.0,2.8,4.0,9.7,3.0,11.7,1.0,31.875,73.574,UNKNOWN,2.0,0.0,24.0,50.465,UNKNOWN,0.0,0.0,24.0,71.63,UNKNOWN,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.466,3.466,5.1,5.316,6.149,5.834,5.966,8.032,5.198,70.063,UNKNOWN,,15.385,28.571,54.286,69.41176470588235,3.1470000000000002,2.494930459952742,1.0,10.6,0,893.3400000000001,27.916875000000005,32.748614052673545,2.8,147.244,0,104.0,8.666666666666666,2.9375,1.7308475765743594,0,14.0,2.3333333333333335,0.99999950000025,21.9999890000055,,,0,1.3017082793177759,3.155116612628718
2YH0X7SKNSAD,3.0,0.0,0.5882352941176471,1.0,2.0,FFFFFF,2.0,FFFFFF,1.0,FFFFFF,0.0,7F7F7F,5678CD,0.0,UNKNOWN,18.0,8.0,1.0,92.162,12.0,5.0,2.0,0.0,0.0,0.0,17.0,0.0,30.0,13.0,20.0,92.162,0.0,2.0,6.833,2.0,4.417,2.0,5.05,4.0,9.449,1.0,6.083,4.0,10.316,3.0,73.697,115.845,UNKNOWN,1.0,0.0,1.0,18.065,3.0,1.0,2.0,2,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,6.883,2.0,2.763,1.0,4.8,2.0,5.467,2.0,2.046,1.0,3.399,25.358,UNKNOWN,0.0,0.0,24.0,51.331,UNKNOWN,0.0,0.0,24.0,81.596,UNKNOWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,6.982,7.916,8.768,11.532,10.3,8.084,7.666,5.25,6.216,94.229,UNKNOWN,,42.308,57.143,25.714,71.23529411764706,2.626235294117647,1.473918185034865,1.0,6.883,0,818.588,25.580875,33.17081526393636,0.0,115.845,0,126.0,10.5,1.9375,1.3400870618483463,0,8.0,1.3333333333333333,0.499999750000125,2.3076921301775286,,,0,0.927960727138337,1.9475513380359748
MB3FOZS3ZDH1,3.0,0.0,0.4117647058823529,4.0,3.0,F6D592,7.0,594C32,2.0,FFFFFF,50505.0,FFFFFF,070704,0.0,UNKNOWN,18.0,1.0,1.0,66.514,11.0,0.0,3.0,49.347,11.0,0.0,6.0,0.0,40.0,1.0,10.0,115.861,0.0,3.0,1.45,4.0,17.149,3.0,16.082,2.0,4.051,3.0,11.099,3.0,9.517,2.0,4.445,63.793,UNKNOWN,2.0,1.0,0.0,31.032,1.0,3.0,2.0,4,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,7.383,2.0,4.188,2.0,10.7,3.0,2.143,2.0,2.254,2.0,5.699,32.367,UNKNOWN,1.0,0.0,24.0,54.631,UNKNOWN,5.0,0.0,24.0,116.295,UNKNOWN,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.067,3.65,7.15,4.283,5.017,7.982,5.833,6.115,7.967,73.217,UNKNOWN,,23.077,33.333,60.0,65.76470588235294,2.974764705882353,1.5534479203296359,1.0,7.383,0,740.825,23.15078125,27.87936463007024,0.0,115.861,0,102.0,8.5,3.3125,1.579820664927932,0,9.0,1.5,1.499999250000375,39.999960000040005,,,0,1.118033988749895,2.0212806363081515
8B9WZQSMYUFX,3.0,0.0,0.47058823529411764,2.0,2.0,FFFFFF,9.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,4.0,0.0,15.0,26.631,0.0,3.0,14.0,20.566,3.0,0.0,14.0,14.433,7.0,3.0,43.0,61.63,UNKNOWN,2.0,34.381,1.0,24.682,3.0,10.083,2.0,18.516,3.0,8.45,4.0,11.548,3.0,14.417,122.077,UNKNOWN,2.0,1.0,1.0,31.982,1.0,2.0,2.0,5,5.0,5.0,5.0,1.0,2.0,3.0,5.0,5.0,5.0,1.0,9.114,0.0,3.632,2.0,2.198,0.0,1.332,1.0,7.032,3.0,7.596,30.904,UNKNOWN,4.0,0.0,24.0,84.496,UNKNOWN,2.0,0.0,24.0,120.277,UNKNOWN,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.333,8.149,9.4,13.382,10.4,14.466,14.383,9.432,12.517,125.111,UNKNOWN,,53.846,61.905,45.714,67.58823529411765,3.2791764705882356,2.403843907039674,0.0,9.114,0,916.992,28.656,31.750126776480446,1.332,125.111,0,106.0,8.833333333333334,2.6875,1.6620770138594663,0,9.0,1.5,0.99999950000025,2.3333325555558146,,,0,1.5811388300841898,2.9885102714993543
NO8JX88TRODG,3.0,0.0,0.47058823529411764,3.0,2.0,FFFFFF,2.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,2.0,UNKNOWN,3.0,1.0,16.0,29.765,3.0,0.0,11.0,14.166,3.0,0.0,14.0,10.4,9.0,1.0,41.0,54.331,UNKNOWN,2.0,19.049,1.0,13.415,2.0,9.716,2.0,7.1,3.0,8.116,3.0,3.967,2.0,37.549,98.912,UNKNOWN,1.0,1.0,1.0,24.816,1.0,2.0,3.0,2,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,5.0,1.0,4.376,1.0,2.445,1.0,0.732,1.0,1.915,1.0,2.016,1.0,1.165,12.649,UNKNOWN,2.0,0.0,24.0,71.247,UNKNOWN,1.0,0.0,24.0,120.478,UNKNOWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.549,11.183,4.75,5.733,5.499,6.833,4.433,6.867,6.317,82.113,UNKNOWN,,53.846,42.857,48.571,67.58823529411765,2.1071176470588235,1.2905507488255226,1.0,5.0,0,707.577,22.11178125,25.768275243312676,0.732,98.912,0,102.0,8.5,1.75,1.1254628677422756,0,9.0,1.5,0.6666664444445185,8.999991000009,,,0,1.2360330811826103,1.2294101881448218
FR8LYMFEAWS2,4.0,0.0,0.7058823529411765,3.0,3.0,FFFFFF,4.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,0.0,16.0,20.799,3.0,0.0,11.0,6.766,3.0,0.0,14.0,6.85,9.0,0.0,41.0,34.415,UNKNOWN,3.0,10.783,3.0,1.701,4.0,9.116,1.0,11.449,1.0,11.399,4.0,6.249,2.0,8.617,59.314,UNKNOWN,2.0,1.0,2.0,27.581,1.0,2.0,2.0,3,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.8,2.0,4.1,2.0,4.0,2.0,5.5,1.0,2.4,2.0,3.1,22.9,UNKNOWN,1.0,0.0,24.0,50.981,UNKNOWN,5.0,0.0,24.0,76.847,UNKNOWN,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,7.366,6.783,6.017,6.683,13.95,9.883,6.349,6.317,5.199,90.164,UNKNOWN,,15.385,42.857,37.143,74.88235294117646,2.347058823529412,0.774691589488055,1.0,4.1,0,558.0160000000001,17.438000000000002,19.8240443385169,1.701,90.164,0,100.0,8.333333333333334,2.6875,1.7404501333467348,0,10.0,1.6666666666666667,0.99999950000025,9000000.0,,,0,0.49999999999999994,1.041890452152103
VADVPB0AT3PN,3.0,0.0,0.5882352941176471,1.0,2.0,C37F52,6.0,311A0B,2.0,FD007A,50505.0,E880A3,D57696,2.0,UNKNOWN,17.0,27.0,2.0,84.73,6.0,23.0,8.0,51.281,6.0,13.0,11.0,0.0,29.0,63.0,21.0,136.011,10.0,4.0,1.549,3.0,18.566,2.0,13.066,3.0,14.116,3.0,4.917,4.0,8.433,4.0,7.266,67.913,UNKNOWN,1.0,1.0,1.0,26.882,1.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,8.7,4.0,5.4,3.0,4.4,3.0,11.6,3.0,3.3,3.0,3.7,37.1,UNKNOWN,0.0,0.0,24.0,58.881,UNKNOWN,5.0,0.0,24.0,115.594,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.751,4.716,10.666,12.548,9.867,11.433,8.867,7.5,10.431,106.412,UNKNOWN,,19.231,42.857,82.857,71.23529411764706,4.123529411764705,1.8335516804022414,1.0,8.7,0,887.847,27.74521875,34.12613900047348,0.0,136.011,0,226.0,18.833333333333332,4.25,1.0,0,9.0,1.5,1.499999250000375,0.4603174530108341,,,0,1.7638342073763935,2.03184469316502
TNH37BEZASOJ,4.0,3.0,0.7058823529411765,2.0,3.0,FFFFFF,2.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,14.0,11.0,5.0,107.297,5.0,11.0,9.0,0.0,0.0,0.0,17.0,0.0,19.0,22.0,31.0,107.297,0.0,2.0,14.896,1.0,17.212,3.0,45.935,2.0,8.329,1.0,27.643,4.0,103.562,3.0,17.274,234.851,UNKNOWN,3.0,1.0,2.0,35.153,2.0,2.0,2.0,5,2.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.941,0.0,7.288,4.0,6.286,1.0,9.14,1.0,6.553,1.0,8.005,44.213,UNKNOWN,3.0,0.0,24.0,70.959,UNKNOWN,7.0,0.0,24.0,153.891,UNKNOWN,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,17.363,8.882,9.433,9.966,16.662,12.465,7.864,20.98,19.631,149.584,UNKNOWN,,61.538,85.714,31.429,74.88235294117646,2.425235294117647,2.2122160701831253,0.0,7.288,0,1316.116,41.128625,51.861226016976026,0.0,234.851,0,144.0,12.0,2.5625,1.7114808402861736,0,12.0,2.0,0.99999950000025,0.863636324380167,,,0,1.4529663145135576,2.916121932464416
7CJPD6ATH0TS,1.0,0.0,0.5882352941176471,1.0,2.0,F19D5F,2.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,6.0,6.0,13.0,45.297,0.0,9.0,14.0,37.771,3.0,6.0,14.0,29.825,9.0,21.0,41.0,112.893,UNKNOWN,4.0,18.531,3.0,18.018,1.0,10.73,4.0,14.737,4.0,7.449,4.0,8.045,4.0,17.726,95.236,UNKNOWN,2.0,2.0,1.0,27.569,2.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.896,4.0,2.598,2.0,3.299,4.0,1.297,3.0,2.495,4.0,2.199,15.784,UNKNOWN,0.0,0.0,24.0,91.885,UNKNOWN,22.0,0.0,10.0,300.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,10.448,7.831,8.517,6.585,5.847,10.263,8.564,9.349,10.148,106.528,UNKNOWN,,23.077,47.619,85.714,71.23529411764706,4.146705882352941,0.9877542561731818,2.0,5.0,0,901.2760000000001,28.164875000000002,33.065766480630884,1.297,112.893,0,142.0,11.833333333333334,4.0625,1.3400870618483463,0,12.0,2.0,1.499999250000375,0.4285714081632663,,,0,0.6666666666666667,0.7962784419679193
